Column1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,pca1,pca2
96528,6zSGfGit15V0xewQwb7BUo,Elis Regina,Elis,"Dois Pra Lá, Dois Pra Cá",39,266733,False,0.652,0.363,9,-8.62,0,0.0433,0.586,0.000219,0.0661,0.478,96.644,4,samba,-0.9550786756604859,1.2734716342212131
96665,7pqcbFqXzHvsig9mog9cr5,Elis Regina,Elis,Carinhoso,38,237266,False,0.464,0.312,6,-11.254,0,0.033,0.798,4.02e-05,0.0953,0.435,90.939,4,samba,-1.9472900056892795,0.88127086503376
96829,760Z6GTmf5KVEC0goW8doX,Elis Regina,The Essential,O Trem Azul,37,273026,False,0.373,0.716,7,-6.618,1,0.0408,0.673,0.0102,0.122,0.401,139.556,4,samba,-0.32740107706887733,-0.4619699829085448
96858,6hSsh8A723QAi8eeD3SGxR,Elis Regina,Elis (Trilha Sonora Original Do Filme),Fascinaçao,37,180711,False,0.301,0.17,7,-15.017,1,0.0353,0.927,0.00148,0.251,0.191,74.216,4,samba,-3.286698932780931,0.15862221041632493
64873,2sLvYnCS3S8klPvZGXGic2,Elis Regina;Adoniran Barbosa,Elis Regina,Tiro Ao Álvaro,39,162400,False,0.603,0.649,10,-7.006,1,0.104,0.463,0.0,0.101,0.957,93.781,4,jazz,0.33809102086588966,1.5858488693689232
96605,2sLvYnCS3S8klPvZGXGic2,Elis Regina;Adoniran Barbosa,Elis Regina,Tiro Ao Álvaro,38,162400,False,0.603,0.649,10,-7.006,1,0.104,0.463,0.0,0.101,0.957,93.781,4,samba,0.33809102086588966,1.5858488693689232
64114,0uZ14vmYf9O5LirYjN84GL,Ella Fitzgerald,pov: you hear the bells jingle,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64117,7zrxUrilLtTk4XnT5G7zF8,Ella Fitzgerald,All I Want For Christmas Is You,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64120,4UGYAzxUtzLllltVU4gaS8,Ella Fitzgerald,Holidays Are Coming,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64124,2yQJT5fopKSAdJB2aaLgwr,Ella Fitzgerald,World's Best Christmas Playlist,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64126,7vvQrcQCfq7SB8mxO9CRHq,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64127,0SidD5FXjLY20EffJQDAI7,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64130,72E3wMPI5tVY7VoEWLSuhf,Ella Fitzgerald,CHRISTMAS TOP HITS 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64132,2E1sUwtH4AANynciTbL36h,Ella Fitzgerald,JULMUSIK,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64133,5zz9ypkkewsz1sfqntWOn1,Ella Fitzgerald,christmas but not christmas songs,Blue Skies,0,225160,False,0.401,0.368,7,-10.511,1,0.0452,0.822,0.0,0.0674,0.681,159.844,4,jazz,-1.2618274644539351,0.7894589285946747
64134,7i0UYyimBRONNLjNdsfVBz,Ella Fitzgerald,Christmas Best Hits 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64135,5E8pCmwdxQSnYsUwAtkLGO,Ella Fitzgerald,Jingle Bell Rock 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64136,1LFJLpGF7gexCurvUsjqG9,Ella Fitzgerald,Santa Claus Is Coming To Town,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64137,6UPkgLF8SfiVmVGy5RYvIc,Ella Fitzgerald,World's Best Christmas Playlist,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64140,3e95Yjkzhw8oR2pR1BPQpI,Ella Fitzgerald,Chill Christmas Dinner,The Secret Of Christmas,0,168146,False,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3,jazz,-3.058814524322411,-0.17379569857291038
64141,7kj7fG3A6mYLDMfxDejfzm,Ella Fitzgerald,CHRISTMAS TOP HITS 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64142,7sdaD6KTdB6mU1E79NVnwW,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64143,1p7X6d0pxUclbrO6hg8uTS,Ella Fitzgerald,All I Want For Christmas Is You,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64144,53rqZwcMhjXuXDy1IxRi22,Ella Fitzgerald,Holidays Are Coming,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64145,7CTtRVeuLsEYy1NlC16pCk,Ella Fitzgerald,Christmas Best Hits 2022,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64146,0pS25QJ0g83B2OIu9je81g,Ella Fitzgerald,Santa Claus Is Coming To Town,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64147,3zyz5T5qFjk1oSw5RIqf9V,Ella Fitzgerald,Christmas Only: The Timeless Classic Collection,Have Yourself a Merry Little Christmas,0,175280,False,0.595,0.318,7,-7.181,1,0.036,0.951,1.11e-06,0.28,0.536,112.718,4,jazz,-1.2397491427503744,1.3051068695090002
64148,07vXvRYejavLger1TGzOju,Ella Fitzgerald,Best Christmas Songs 2022,Hotta Chocolatta,0,187026,False,0.85,0.532,1,-6.854,1,0.0576,0.768,0.0,0.358,0.866,120.905,4,jazz,0.209642826730386,2.2587893597912054
64149,0hg4cZgvvYIdJG6sBukiyl,Ella Fitzgerald,Classic Christmas Music 2022,Let It Snow! Let It Snow! Let It Snow!,0,163040,False,0.574,0.414,9,-7.16,0,0.0495,0.842,0.0,0.172,0.867,77.968,4,jazz,-0.8675316050890941,1.9679924492005694
64150,0edRP0RpOUrjHbbGPSYzaH,Ella Fitzgerald,Christmas Songs 2022,Frosty The Snowman,4,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64151,7wBSAv6Rq9fWk89qRJb3qT,Ella Fitzgerald,The Greatest Jazz Mix,Stella By Starlight,1,197680,False,0.469,0.199,5,-12.5,1,0.0316,0.889,0.0,0.115,0.21,112.185,3,jazz,-2.5022977421874666,0.5544585025282286
64152,0LZgf4LDn9hHNTtNgKhC0u,Ella Fitzgerald,Christmas Songs 2022,Sleigh Ride,3,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64153,4xaECM92qrcin1GVjjtlX2,Ella Fitzgerald,GOD JUL,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64154,7sBAcUGY0eLY6sfX3eOzNc,Ella Fitzgerald,Jingle Bell Rock 2022,Frosty The Snowman,2,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64155,2pkHL5CQzguxHbomLhziwH,Ella Fitzgerald,Holiday Favorites 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64156,5YC6XWGWSlH4rxbmzvmCQj,Ella Fitzgerald,JULMUSIK,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64157,1W1wxzJyuHRjtxMPMhqufs,Ella Fitzgerald,12 Days of Christmas 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64158,0XOoWlEiKzyF5VS4oh3Yb6,Ella Fitzgerald,pov: you are walking in a winter wonderland,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64159,4Ovn5T4LAEE8mfYtsmjLoA,Ella Fitzgerald,Christmas Dinner 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64160,2OImOyNxoQj3EhOjfGtkT4,Ella Fitzgerald,Christmas Dinner 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64161,5qI9gSVZRtAcbkw1Xzx0B9,Ella Fitzgerald,Christmas 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64162,1DoF49hx0Rl0repeJUKbJe,Ella Fitzgerald,pov: you are walking in a winter wonderland,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64163,0X6q6lE4evlnpVKozjg5Tm,Ella Fitzgerald,Christmas Eve At Home,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64164,1L2haXaEqTMAcdUyAZJeV9,Ella Fitzgerald,Home At Christmas,Winter Wonderland,0,137026,False,0.499,0.339,8,-8.929,1,0.061,0.917,0.0,0.0784,0.656,116.269,4,jazz,-1.4245993822003757,1.3680211487808462
64165,1KOqPUSBvfcVFvmbDxYLyC,Ella Fitzgerald,pov: you saw mommy kissing santa claus,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64166,5lIAn4lM6KBYzpNttHWhAZ,Ella Fitzgerald,Weihnachten Playlist,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64167,2APCEcZ3XkPzYQ8WhaRtri,Ella Fitzgerald,Holiday Favorites 2022,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64168,4Wo8bxRPZD4FVvHld8YEC2,Ella Fitzgerald,pov: you are an christmas elf,Hotta Chocolatta,1,187026,False,0.85,0.532,1,-6.854,1,0.0576,0.768,0.0,0.358,0.866,120.905,4,jazz,0.209642826730386,2.2587893597912054
64169,0lOk1COnPBSFGzg1Gt5IBa,Ella Fitzgerald,A Very 60s Christmas,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64170,07vTKxT54r3a23Q0gILvOu,Ella Fitzgerald,pov: you have a holly jolly christmas,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64171,0uXnFu9BRS1kIKNFi8Z6NJ,Ella Fitzgerald,Home For Christmas 2022,Winter Wonderland,0,137026,False,0.499,0.339,8,-8.929,1,0.061,0.917,0.0,0.0784,0.656,116.269,4,jazz,-1.4245993822003757,1.3680211487808462
64172,6sKbT45i7DJPejP8DNALBQ,Ella Fitzgerald,Anthems for Witches 2022,"Bewitched, Bothered, And Bewildered - Stereo Version",0,424317,False,0.422,0.108,5,-16.835,1,0.0376,0.971,0.0,0.101,0.263,71.872,4,jazz,-3.519112874426199,0.9897283267727406
64174,4fV4ENJPXONNMtGiujA2Hj,Ella Fitzgerald,Best Christmas Playlist Ever 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64176,7ckUEDVJ1woYh2NnaHxA8G,Ella Fitzgerald,Classic Christmas Music 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64177,5siu3VgukcO864Zsgmqvde,Ella Fitzgerald,A Very 60s Christmas,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64178,4sBchehueRZr8z4gg3OgbE,Ella Fitzgerald,Rock Christmas 2022 - The Very Best Of,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64179,4RWsVVHr55gPDn1FjeQJNT,Ella Fitzgerald,Beste Weihnachtslieder,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64180,2qGomArw2xs9koA5A4FmDu,Ella Fitzgerald,Weihnachtssongs,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64181,3JibLpqNHuIMfOy3maUWse,Ella Fitzgerald,Pop Fun and Christmas Music 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64182,33MBrjaSlb2VXNlpCQiHn7,Ella Fitzgerald,Christmas 2022,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64183,2lXbxgwCKdw8wfwjJkeknL,Ella Fitzgerald,Classic Christmas 2022,White Christmas,0,181186,False,0.415,0.212,8,-15.848,1,0.0318,0.785,0.0,0.325,0.338,92.988,4,jazz,-2.661323197550583,0.5012778953901008
64184,04KeHjz5E58E3CLOhIqWnr,Ella Fitzgerald,Christmas Playlist 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64185,3AXWBC3J6CiYXohrN2dRiZ,Ella Fitzgerald,Spooky Scary Season,Ding-Dong! The Witch Is Dead,0,197573,False,0.626,0.248,11,-12.898,0,0.061,0.827,0.0,0.0965,0.639,80.542,4,jazz,-1.9507486714672766,2.0089343268662105
64186,5RcAGLNN0UbnUjBqDLFkVd,Ella Fitzgerald,Lonely Christmas 2022,The Secret Of Christmas,0,168146,False,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3,jazz,-3.058814524322411,-0.17379569857291038
64187,6TBBKYKoB1NDmx08ZIUMRp,Ella Fitzgerald,Pumpkin Patch Hits,"Bewitched, Bothered, And Bewildered - Stereo Version",0,424317,False,0.422,0.108,5,-16.835,1,0.0376,0.971,0.0,0.101,0.263,71.872,4,jazz,-3.519112874426199,0.9897283267727406
64188,5tuDHaJLO812gIgdf0Llp7,Ella Fitzgerald,Jingle Bell Rock 2022,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64189,5E3WpecwN7XImHJJK8TcJw,Ella Fitzgerald,pov: you ride on santa's sleigh,White Christmas,0,181186,False,0.415,0.212,8,-15.848,1,0.0318,0.785,0.0,0.325,0.338,92.988,4,jazz,-2.661323197550583,0.5012778953901008
64190,1rv0r12Wme7GOIZ0hwIO6r,Ella Fitzgerald,christmas but not christmas songs,Hotta Chocolatta,0,187026,False,0.85,0.532,1,-6.854,1,0.0576,0.768,0.0,0.358,0.866,120.905,4,jazz,0.209642826730386,2.2587893597912054
64191,55NyDBnlI5MidVGzyPr3OR,Ella Fitzgerald,Christmas 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64192,5LlVixZh85sugPldv7Cxeh,Ella Fitzgerald,pov: you are an christmas elf,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64193,4piK3GzwbnBh684LRIdzVe,Ella Fitzgerald,Beste Weihnachtslieder,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64194,7nMjgX8uYCl2SDQuArcWv9,Ella Fitzgerald,pov: you have a holly jolly christmas,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64196,6pLGlx4YsixWd2MFCiueXE,Ella Fitzgerald,Weihnachten Musik,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64197,1VE9nQhNIs8Xzyy10GxWhB,Ella Fitzgerald,Best Christmas Songs 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64199,4FcflXjkAiJ2pV02GyIvsG,Ella Fitzgerald,Best Christmas Music 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64201,4Le87goCu6m8L8uNmFRPOy,Ella Fitzgerald,Jazz Romance,In A Sentimental Mood,0,165800,False,0.283,0.0264,4,-19.612,0,0.0426,0.925,0.0,0.136,0.231,170.182,3,jazz,-3.545576969680029,0.04070634863057703
64205,41qqj8kkzjBQ1rFIyinjP1,Ella Fitzgerald,All I want For Christmas Is Music,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64206,0ctlOXCRfpjRUkBcQxs3nu,Ella Fitzgerald,Christmas Classics,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64207,4BoAuxhz1bOHMpeeQk3r8I,Ella Fitzgerald,Holiday Anthems 2022,Rudolph The Red-Nosed Reindeer,1,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64208,1lJWopyBsnNY029HUETv0R,Ella Fitzgerald,Rock Christmas 2022 - The Very Best Of,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64209,5TIUgAE7x3xmJJUMI8SrgM,Ella Fitzgerald,Rock Christmas 2022 - The Very Best Of,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64211,0s97PfWCq7L0GDTNk2xDfp,Ella Fitzgerald,All I want For Christmas Is Music,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64213,2gVot4EEd2oo2cA0bYJ4wW,Ella Fitzgerald,Holiday Anthems 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64214,1wvGRZA2RsGckubdScbnPf,Ella Fitzgerald,Silent Night,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64215,7odt0XkmUk2EGgH9pdzwRQ,Ella Fitzgerald,Christmas Eve At Home,Winter Wonderland,0,137026,False,0.499,0.339,8,-8.929,1,0.061,0.917,0.0,0.0784,0.656,116.269,4,jazz,-1.4245993822003757,1.3680211487808462
64216,2gaVsa8Ifi2w2csnRqNN2F,Ella Fitzgerald,Slow Christmas Songs 2022,The Secret Of Christmas,0,168146,False,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3,jazz,-3.058814524322411,-0.17379569857291038
64217,6JLsAMhOQkmEUvr0t4EIDt,Ella Fitzgerald,GOD JUL,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64218,4lJX2CpRZKPWAIOzOdvENF,Ella Fitzgerald,Home At Christmas,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64219,08dNxhOkSsdUOaHthtIy91,Ella Fitzgerald,Christmas Eve At Home,Jingle Bells,0,143093,False,0.699,0.726,7,-5.364,1,0.0726,0.575,0.0,0.655,0.877,119.185,4,jazz,0.9625447816463657,1.1010447597980715
64220,1xbpqLQibJSDku2aug3xet,Ella Fitzgerald,Weihnachten Musik,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64221,7ccsKU0u0EB123rIg20ktB,Ella Fitzgerald,Beste Weihnachtslieder,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64223,5Vv9gXd6HmKtjMgeQbYWq5,Ella Fitzgerald,Classic Christmas Greatest Hits,Have Yourself A Merry Little Christmas,1,175840,False,0.609,0.247,7,-9.038,1,0.0425,0.961,2.41e-06,0.219,0.485,112.3,4,jazz,-1.6528887851697847,1.4289939103378257
64224,2jz3CiLG3MLOqZ9gOv6z1A,Ella Fitzgerald,Home For Christmas 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64225,6m1A74FqvZFF9zRTI23P8I,Ella Fitzgerald,The Very Best Christmas Songs 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64226,7IWC34SGGMHjFNUHfvkPf5,Ella Fitzgerald,Halloween Hits,Ding-Dong! The Witch Is Dead,2,197573,False,0.626,0.248,11,-12.898,0,0.061,0.827,0.0,0.0965,0.639,80.542,4,jazz,-1.9507486714672766,2.0089343268662105
64227,3acDxTLevwJv7MKQFFLstu,Ella Fitzgerald,pov: you bake cookies,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64229,4A22TgVho7f5ZRSDbvzftT,Ella Fitzgerald,Calm Christmas,The Secret Of Christmas,0,168146,False,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3,jazz,-3.058814524322411,-0.17379569857291038
64230,3EzO5J4BLoEElQzuAt0jyh,Ella Fitzgerald,Christmas Soul Classics,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64231,3GL5VxEIqjPf4BfQb3NV2C,Ella Fitzgerald,Weihnachtslieder 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,-0.5594903258130772,1.63024089797127
64232,5VKz3I2DXveqU7vLoYIo4z,Ella Fitzgerald,Christmas Dinner 2022,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64233,2G8eyoZQjaBakG9DFk5NSw,Ella Fitzgerald,Weihnachten Playlist,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz,-1.3445450522705173,1.5486879661107162
64234,7giEzSsPzYuyCvRgoRijkF,Ella Fitzgerald,12 Days of Christmas 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64235,4tMBFkwGyBlZj2Rl1R7mwP,Ella Fitzgerald,Christmas Soul Classics,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,-1.776869728917079,1.7574883082656099
64236,03wFD2CKnZgnQbqgPfO4fF,Ella Fitzgerald,Helloween Party,Ding-Dong! The Witch Is Dead,1,197573,False,0.626,0.248,11,-12.898,0,0.061,0.827,0.0,0.0965,0.639,80.542,4,jazz,-1.9507486714672766,2.0089343268662105
