Column1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
86001,2tznHmp70DxMyr2XhWLOW0,Cage The Elephant,Melophobia,Cigarette Daydreams,79,208760,False,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,punk
86100,4sebUbjqbcgDSwG6PbSGI0,Cage The Elephant,Melophobia,Come a Little Closer,74,229346,False,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,4,punk
86103,3Pzh926pXggbMe2ZpXyMV7,Cage The Elephant,Cage The Elephant (Expanded Edition),Ain't No Rest for the Wicked,74,175493,False,0.636,0.849,0,-7.075,1,0.106,0.0438,0.0,0.372,0.917,156.036,4,punk
86152,5n0CTysih20NYdT2S0Wpe8,Cage The Elephant,Tell Me I'm Pretty,Trouble,72,225973,False,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,4,punk
86206,1Q3t9fWvHUXKsMmpD2XpUu,Cage The Elephant,Tell Me I'm Pretty,Cold Cold Cold,69,214386,False,0.549,0.789,5,-6.071,1,0.0313,0.0178,6.7e-05,0.059,0.715,136.125,4,punk
86251,0tkBOcK7oRVXQJY97zzSvr,Cage The Elephant,Melophobia,Telescope,65,228293,False,0.589,0.481,0,-4.801,1,0.0285,0.273,1.33e-05,0.0986,0.176,93.568,4,punk
86702,4dpEYOPcmHNfvERbiajp3G,Cage The Elephant,Tell Me I'm Pretty,Sweetie Little Jean,63,224893,False,0.524,0.532,6,-6.07,0,0.026,0.0285,7.86e-05,0.242,0.367,135.678,4,punk
37443,3exrP8BsX7hx42k5WfLvQ6,Caio Passos;MC Ryan SP;Mc Davi;Mc Magal;MC PH;Mc Don Juan;Mc IG,O Espetáculo,To em Frente ao Mar,49,350823,True,0.601,0.641,5,-0.18,0,0.195,0.123,0.0,0.144,0.546,112.105,5,funk
96034,5loUkQtE8QZhYALMNcX9TF,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Impossível Te Esquecer - Ao Vivo,57,240387,False,0.468,0.744,6,-6.003,1,0.0454,0.659,0.0,0.37,0.716,165.925,4,samba
96072,0Wyf6wVyIAgSd9ZC4HUvOV,Caju Pra Baixo,Open Bar do Caju,Eu e Você Tudo a Ver - Ao Vivo,46,218003,False,0.484,0.792,2,-5.714,1,0.0526,0.576,0.0,0.613,0.771,191.841,4,samba
96144,4WBuYFw26LcnSuScYQiVNH,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Amor de Fim de Noite / Morena da Cor do Pecado - Ao Vivo,45,281598,False,0.623,0.798,1,-5.027,1,0.126,0.673,0.0,0.0461,0.9,156.009,4,samba
96176,7xoOxf7w3IEgGjgxnUeIWR,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Faço de Tudo / Até Te Encontrar / Trajetória - Ao Vivo,43,287994,False,0.524,0.8,0,-6.329,0,0.084,0.605,0.0,0.803,0.788,167.871,4,samba
96295,29EYXauduHhEUAyHdMfJ1M,Caju Pra Baixo,Roda de Samba do Caju (Ao Vivo),Afinal / Pro Meu Mundo Girar / Nasci pra Te Amar - Ao Vivo,42,411441,False,0.605,0.825,2,-4.478,1,0.062,0.573,0.0,0.701,0.795,97.031,4,samba
96397,1IQBDoIDL2SbxnfbKqlIiY,Caju Pra Baixo,Roda de Samba do Caju (Ao Vivo),Brigas de Paixão / Mundo de Ilusão - Ao Vivo,41,350892,False,0.531,0.825,9,-4.804,0,0.112,0.52,0.0,0.71,0.734,87.566,4,samba
96418,2fx2o5YAwL19MaNEF9bh2w,Caju Pra Baixo,Pra Me Conquistar,Pra Me Conquistar,40,213731,False,0.559,0.706,6,-6.293,0,0.0451,0.324,0.0,0.171,0.646,85.666,4,samba
96435,7iWoNjbaxJ88EJkPVcHAKq,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Miragem de Amor - Ao Vivo,40,106900,False,0.472,0.819,4,-5.993,0,0.0577,0.541,0.0,0.602,0.645,167.942,4,samba
96539,4phUOzsqUNjZ5EY8zTAhTv,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Deixa o Menino Jogar - Ao Vivo,39,144612,False,0.544,0.812,11,-6.102,0,0.0454,0.711,0.0,0.394,0.777,85.046,4,samba
96543,64R7QfbnYZh3DBQIRsN7s0,Caju Pra Baixo,Roda de Samba do Caju (Ao Vivo),Oi Amor / Ninguém É Dono de Ninguém / Beijo Doce / Preciso Viver / Uma Namorada - Ao Vivo,39,443391,False,0.542,0.828,9,-4.86,0,0.07,0.553,0.0,0.957,0.7,99.982,4,samba
96598,6o2LywO15LOguGZAxYygB7,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Minha Vida Sem Você / Conversa Fiada - Ao Vivo,38,244589,False,0.489,0.856,11,-6.44,0,0.0544,0.635,0.0,0.873,0.905,89.184,4,samba
96646,5JCuRQPbg4yGKqPqR3y8GQ,Caju Pra Baixo,Roda de Samba do Caju (Ao Vivo),Samba de Roda da Bahia - Ao Vivo,38,209071,False,0.419,0.914,2,-4.579,1,0.155,0.578,0.0,0.857,0.71,120.421,4,samba
96736,0vvIGFOuzcHQsiYIUYPKNL,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Intriga da Oposição / Pra Ver o Sol Brilhar - Ao Vivo,37,209336,False,0.456,0.768,10,-6.101,1,0.052,0.759,0.0,0.445,0.59,83.951,4,samba
96827,4w3EYm8oVMa8k07UzE8H3f,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Faz Tempo - Ao Vivo,36,221320,False,0.677,0.798,2,-5.84,1,0.0456,0.581,0.0,0.614,0.873,98.062,4,samba
96879,5s3bQkA33rn4gMPOryouVW,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Zoio de Lula / Acima do Sol - Ao Vivo,36,303502,False,0.656,0.862,7,-6.248,1,0.0394,0.618,0.0,0.372,0.814,98.005,4,samba
96945,2yDH45niPQKtREt0JnZHDl,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Se Permita - Ao Vivo,36,189192,False,0.624,0.868,7,-7.035,1,0.036,0.36,0.0,0.636,0.931,94.947,4,samba
96182,4bKkTTMubeMqdrIHubvHna,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,É Tudo - Ao Vivo,43,165354,False,0.425,0.693,9,-6.216,1,0.0499,0.739,0.0,0.72,0.6,80.831,4,samba
96419,6thXUkgo9tuPnujxTKtvFb,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,Reinventar - Ao Vivo,40,102369,False,0.397,0.564,9,-6.157,1,0.0325,0.514,0.0,0.36,0.447,161.733,4,samba
96529,4WIOLV7ZZOzNW5FFMyGgAL,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,Refém do Coração - Ao Vivo,39,75765,False,0.381,0.602,0,-6.53,1,0.0431,0.756,0.0,0.798,0.777,83.715,4,samba
96619,1fFIR9OjCrre4LMf3hNdqL,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,Tudo Fica Blue - Ao Vivo,38,98949,False,0.3,0.569,9,-6.943,1,0.0366,0.7,1.33e-05,0.259,0.563,172.945,4,samba
96758,2LndmIRxutXsqR7EN0cJnn,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,Imaginação - Ao Vivo,37,121488,False,0.451,0.653,0,-5.687,1,0.0382,0.785,0.0,0.686,0.685,90.419,4,samba
96816,1ZLqqWe7dVCB84hXlrcad6,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,Impossível Te Esquecer - Ao Vivo,36,241973,False,0.298,0.578,8,-6.457,0,0.037,0.767,0.0,0.265,0.533,167.509,4,samba
96904,3irV2XsDOMrtd7JUTow6zV,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,Entre a Cruz e a Espada - Ao Vivo,36,102261,False,0.437,0.619,11,-6.152,0,0.0568,0.839,0.0,0.413,0.715,88.295,4,samba
96911,6eMUVgHg5pqKz2F1m7DPeZ,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,Te Quero - Ao Vivo,36,176234,False,0.411,0.691,0,-6.309,1,0.0379,0.755,2.61e-06,0.688,0.629,90.231,4,samba
96913,2GEvbn0X6HNe1k0muPLsgc,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,Luz das Estrelas - Ao Vivo,36,113376,False,0.422,0.657,2,-5.021,1,0.0311,0.703,9.54e-06,0.419,0.778,163.367,4,samba
96973,3CFuq9m614y5E0DlRPzetY,Caju Pra Baixo;Belo,Ao Vivo em Marechal Hermes,Resumo da Felicidade - Ao Vivo,36,64800,False,0.403,0.625,2,-5.967,1,0.0409,0.8,0.0,0.572,0.733,173.184,4,samba
53202,6YUTL4dYpB9xZO5qExPf05,Calvin Harris,Motion,Summer,82,222533,False,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,house
53455,1gihuPhrLraKYrJMAEONyc,Calvin Harris,18 Months,Feel So Close - Radio Edit,80,206413,False,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4,house
53600,1vvNmPOiUuyCbgWmtc6yfm,Calvin Harris,My Way,My Way,76,219159,False,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,4,house
53762,4J7CKHCF3mdL4diUsmW8lq,Calvin Harris;Alesso;Hurts,Motion,Under Control (feat. Hurts),73,184280,False,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,4,house
53403,0b5CzUhyShYuDdtW5J4wm2,Calvin Harris;Charlie Puth;Shenseea,Funk Wav Bounces Vol. 2,Obsessed (with Charlie Puth & Shenseea),73,226497,True,0.733,0.74,1,-6.343,0,0.0333,0.246,3.3e-05,0.299,0.903,99.993,4,house
53350,22mek4IiqubGD9ctzxc69s,Calvin Harris;Disciples,How Deep is Your Love (feat. Disciples),How Deep is Your Love (feat. Disciples),77,212640,False,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4,house
53002,7ef4DlsgrMEH11cDZd32M6,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,214846,False,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,house
53252,6Mcd2tlwSiqsnMC85DF4Ns,Calvin Harris;Dua Lipa,New Year's Eve - NYE 2018/2019,One Kiss,60,209040,False,0.753,0.852,9,-4.028,0,0.138,0.0319,8.63e-06,0.328,0.586,124.023,4,house
81064,7ef4DlsgrMEH11cDZd32M6,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,214846,False,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,pop
53204,7fYRg3CEbk6rNCuzNzMT06,Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),79,214459,True,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,4,house
53663,3h8tI65xdfpQyTAy7Grqwa,Calvin Harris;Dua Lipa;Young Thug,Funk Wav Bounces Vol. 2,Potion (with Dua Lipa & Young Thug),71,215215,True,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.0751,0.757,99.987,4,house
53212,7MmG8p0F9N3C4AXdK6o6Eb,Calvin Harris;Ellie Goulding,Motion,Outside (feat. Ellie Goulding),79,227266,False,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,4,house
53666,05SBRd4fXgn8FX7bf8BCAE,Calvin Harris;Ellie Goulding,18 Months,I Need Your Love (feat. Ellie Goulding),71,234506,False,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,4,house
53451,6gpcs5eMhJwax4mIfKDYQk,Calvin Harris;Frank Ocean;Migos,Slide (feat. Frank Ocean & Migos),Slide (feat. Frank Ocean & Migos),72,230813,True,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4,house
53509,07nH4ifBxUB4lZcsf44Brn,Calvin Harris;John Newman,Motion,Blame (feat. John Newman),76,212960,False,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,4,house
53464,5lfWrciYtohtIMVDVZd0Rf,Calvin Harris;Justin Timberlake;Halsey;Pharrell Williams,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",80,229282,False,0.81,0.733,9,-6.338,1,0.0444,0.276,6.73e-06,0.288,0.9,125.975,4,house
53715,6clzeGvi1CFioMOolbAOlX,Calvin Harris;Justin Timberlake;Halsey;Pharrell Williams,Funk Wav Bounces Vol. 2,"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",73,229282,False,0.81,0.733,9,-6.338,1,0.0444,0.276,6.73e-06,0.288,0.9,125.975,4,house
53450,7840mcgnpkHeYU8jwMdq4n,Calvin Harris;Pharrell Williams;Katy Perry;Big Sean,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",46,223413,False,0.893,0.734,11,-3.107,0,0.0556,0.0649,0.0,0.143,0.875,101.02,4,house
53055,0azC730Exh71aQlOt9Zj3y,Calvin Harris;Rihanna,This Is What You Came For,This Is What You Came For,81,222160,False,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,house
53652,5N5k9nd479b1xpDZ4usjrg,Calvin Harris;Sam Smith;Jessie Reyez,Promises (with Sam Smith),Promises (with Sam Smith),77,213309,False,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,4,house
53400,58AGoOGbwsQMhBbH0eFLRR,Calvin Harris;The Weeknd,Over Now (with The Weeknd),Over Now (with The Weeknd),71,210795,True,0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043,4,house
53977,0vR2rIVORmgeKiGIgNT0fV,Calvin Harris;Tom Grennan,By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),74,189671,False,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,4,house
81978,1rfofaqEpACxVEHIZBJe6W,Camila Cabello;Young Thug,Camila,Havana (feat. Young Thug),80,217306,False,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,pop
16218,1RaWrq3YuSbG0zxcS4ODZg,Camille Saint-Saëns;Alfons Kontarsky;Aloys Kontarsky;Wiener Philharmoniker;Karl Böhm,Relajación y siestas,"Le carnaval des animaux, R. 125: IV. Tortues - V. L'Éléphant - VI. Kangourous",0,208360,False,0.373,0.0108,10,-33.756,1,0.0326,0.975,0.961,0.0982,0.143,133.496,3,classical
16204,6nSnDI2EvwXocgjj6hwQRv,Camille Saint-Saëns;石丸由佳,死の舞踏~悪魔のパイプオルガン,死の舞踏,1,538293,False,0.213,0.159,7,-13.897,1,0.0366,0.715,0.914,0.101,0.0373,143.35,4,classical
16211,18DA9kxKKd4pjjdanpDTaa,Camille Saint-Saëns;Daniel Reichert;Simon Reichert,Belle Époque,Fantasie No. 1 in E-Flat Major (Transcr. H. Büsser for Cornet & Organ),0,339613,False,0.288,0.186,3,-19.017,1,0.0628,0.965,0.971,0.126,0.0673,67.37,4,classical
16205,1tK29op2PjXpYyYdnWMqT5,Camille Saint-Saëns;Isata Kanneh-Mason;Jeneba Kanneh-Mason;Sheku Kanneh-Mason,Clásica para los niños de hoy,Carnival of the Animals: The Swan,0,150146,False,0.213,0.0656,7,-24.81,1,0.0467,0.992,0.969,0.0699,0.0384,65.023,3,classical
16228,4BDkjIvf7i6NDIa13ULvbI,Camille Saint-Saëns;Leander High School Wind Ensemble;Robert Selaiden,2021 Midwest Clinic: Leander High School Wind Ensemble (Live),"Symphony No. 3 in C Minor, Op. 78 ""Organ"": II. Allegro moderato - Presto - Maestoso - Allegro (Excerpts Arr. E. Vandoren for Wind Ensemble) [Live]",0,489306,False,0.345,0.147,10,-20.149,1,0.0407,0.907,0.799,0.671,0.13,105.862,4,classical
16227,2Z3mCkdgvmcOeyj2rwVEB2,Camille Saint-Saëns;Pascal Rogé;Cristina Ortiz;London Sinfonietta;Charles Dutoit,Clásica para los niños de hoy,"Le Carnaval des Animaux, R.125: 3. Hémiones (Animaux véloces)",0,31106,False,0.321,0.26,0,-22.783,0,0.0422,0.977,0.938,0.148,0.275,88.565,4,classical
16213,2Ey5iQDQY9RuTZHgYsaL5I,Camille Saint-Saëns;phil Blech Wien;Anton Mittermayr;Wiener Sängerknaben;Chorus Viennensis,Classical Christmas,"Oratorio de Noël, Op. 12: 10. Tollite hostias",0,119346,False,0.401,0.302,7,-10.229,1,0.0344,0.984,1.39e-05,0.334,0.497,127.555,4,classical
16632,0jOnZhF75V68VsBObWx2XO,Camille Saint-Saëns;Yo-Yo Ma;Kathryn Stott,Songs from the Arc of Life,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",70,174266,False,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,3,classical
86246,5I8DslpztOwOpwERbGGDTC,Camisa de Vênus,Batalhões de Estranhos,Eu Não Matei Joana d'Arc,47,225533,False,0.399,0.75,2,-11.185,1,0.118,0.00481,0.000483,0.0748,0.745,197.679,4,punk
86830,7i3eGUaXwZufKiiLge74R1,Camisa de Vênus,Viva (Ao Vivo),Silvia - Ao Vivo,38,317853,False,0.566,0.813,9,-13.93,1,0.054,0.0761,0.000475,0.875,0.413,114.13,4,punk
87241,5I8DslpztOwOpwERbGGDTC,Camisa de Vênus,Batalhões de Estranhos,Eu Não Matei Joana d'Arc,47,225533,False,0.399,0.75,2,-11.185,1,0.118,0.00481,0.000483,0.0748,0.745,197.679,4,r-n-b
103896,4dfKkLkiQsPr6DNux83BC3,Candi Staton,Gourmet Soul,Young Hearts Run Free,0,249293,False,0.646,0.693,7,-8.08,0,0.0436,0.162,5.79e-06,0.263,0.825,115.514,4,soul
42350,7ulTmQAQKcDRPBLZftf8rd,Caninus,Now the Animals Have a Voice,"No Dogs, No Masters",14,47674,True,0.332,0.81,11,-2.408,0,0.0567,0.000158,0.0151,0.5,0.161,149.68,4,grindcore
42828,5ssIBX7G5TjUWEGyK6kZEP,Caninus,Now the Animals Have a Voice,Brindle Brickheads (Unprecedented Ferocity),12,117970,True,0.281,0.935,1,-4.437,1,0.0851,0.000491,0.267,0.144,0.297,156.74,4,grindcore
19883,6uwohXXrnk9ihvvS957yN9,Canned Heat,(60's) Sixties Collected Volume 2,Goin' Up The Country,0,169560,False,0.628,0.356,10,-12.471,1,0.0386,0.932,0.000608,0.116,0.605,80.205,4,country
19946,1OMK243SuTPjG0UJS5pa6v,Canned Heat,Fiesta temática 60s,Let's Work Together,0,193853,False,0.748,0.703,0,-12.004,1,0.0362,0.114,1.39e-06,0.0646,0.882,118.944,4,country
87311,7HttMaN4xcGBLhFRHb0DVS,Capital Inicial,Eu Nunca Disse Adeus,Eu Nunca Disse Adeus,46,208786,False,0.299,0.686,7,-7.058,1,0.0417,0.0132,0.0,0.354,0.366,145.971,3,r-n-b
87467,60JUAZcxvMmtkaRsjz73X8,Capital Inicial,Independência,Independência,44,184693,False,0.39,0.846,0,-4.603,1,0.044,0.00806,1.41e-05,0.171,0.697,159.742,4,r-n-b
87487,2sEp03fW8xsi3G6mln9GJo,Capital Inicial,Rosas e Vinho Tinto,Quatro Vezes Você,44,228013,False,0.512,0.803,11,-5.401,0,0.034,0.000153,0.0,0.161,0.613,76.02,4,r-n-b
87725,1U0r0NTk1REudDGzNICs17,Capital Inicial,Eletricidade,O Passageiro (The Passenger),41,255893,False,0.561,0.592,4,-9.55,0,0.0282,0.124,0.0,0.134,0.62,141.841,4,r-n-b
87762,1IDozgb2HiuB31FXbUsvJJ,Capital Inicial,Rosas e Vinho Tinto,Olhos Vermelhos,41,213960,False,0.339,0.455,7,-7.308,1,0.0287,0.0141,0.0,0.136,0.229,133.741,4,r-n-b
87785,1RDIUWZBd4a7K5POj12fOO,Capital Inicial,Capital Inicial,Veraneio Vascaina,41,135400,False,0.459,0.958,7,-3.312,1,0.138,0.00681,3.93e-06,0.0923,0.434,101.911,4,r-n-b
87838,15CV3iTmDzxw2NBN1FJeRE,Capital Inicial,Capital Inicial Multishow Ao Vivo,Quatro Vezes Você - Ao Vivo,41,232920,False,0.434,0.887,11,-6.702,0,0.0477,0.00113,0.000345,0.941,0.602,77.515,4,r-n-b
87897,57CZLRVyGf21PgF573ZkPn,Capital Inicial,Capital Inicial Multishow Ao Vivo,Não Olhe Pra Trás - Ao Vivo,40,289173,False,0.484,0.882,7,-5.704,1,0.0388,0.0444,0.00075,0.974,0.298,102.981,4,r-n-b
87979,45gqr6gcxWpphWUj7NydGe,Capital Inicial,Rosas e Vinho Tinto,Incondicionalmente,40,230946,False,0.62,0.656,7,-6.821,1,0.0244,0.00565,0.0,0.118,0.479,108.017,4,r-n-b
87126,0bLavFKcMljHzTJAx3sHNS,Capital Inicial;Seu Jorge,Capital Inicial Acústico NYC (Ao Vivo) [Deluxe],À Sua Maneira (De Música Ligera) (feat. Seu Jorge) - Ao Vivo,49,267120,False,0.582,0.813,0,-4.558,1,0.0295,0.0819,0.00119,0.902,0.345,109.934,4,r-n-b
42072,1MF0kjpj7JXaZUKlK5Nw9y,Capitalist Casualties,Disassembly Line,Decaying,20,134146,False,0.294,0.847,8,-12.604,1,0.0365,4.9e-06,0.901,0.143,0.921,99.527,4,grindcore
42074,3RuEX2GxfL8TXHy9iJ0jQb,Capitalist Casualties,Disassembly Line,Plastic Public,20,69960,False,0.487,0.874,7,-11.838,1,0.0322,4.17e-06,0.942,0.107,0.965,113.815,4,grindcore
42175,0Nc6Ic5NFse87JDDP2dTJs,Capitalist Casualties,Disassembly Line,Forget,17,101013,False,0.304,0.688,4,-11.291,1,0.0704,7.7e-05,0.77,0.0374,0.595,88.487,4,grindcore
42225,3XRwutMJNgGrPNjibI2s1v,Capitalist Casualties,Split,Drainage Ditch,16,89000,False,0.119,0.909,11,-5.618,1,0.0623,1.11e-06,0.939,0.255,0.536,98.398,4,grindcore
42365,0guLMndIOglxZ7h5CWmBSf,Capitalist Casualties,Split,Irukandji,14,58080,False,0.22,0.945,9,-4.63,0,0.0959,3.4e-06,0.929,0.111,0.604,143.208,3,grindcore
42379,0crqO7ly9GOYS74r7d8I9l,Capitalist Casualties,Split,Corporate Retreat,14,82173,False,0.405,0.89,8,-5.334,1,0.0569,8.45e-06,0.924,0.277,0.631,99.888,4,grindcore
42672,4ncWj0Kpg73f1ec0wGAwop,Capitalist Casualties,Disassembly Line,Beggars Can't Be Choosers,13,34693,False,0.291,0.86,3,-13.326,1,0.0732,0.000154,0.983,0.361,0.657,156.917,4,grindcore
42678,6wvGJptwP1fE3O7MADfXq7,Capitalist Casualties,1996 - 1999 : Years in Ruin,Fornicators,12,69520,False,0.28,0.996,6,-2.435,1,0.0977,0.000157,0.0011,0.144,0.322,141.159,4,grindcore
42985,4peaqzjjKneykCpVp18S5t,Capitalist Casualties,Disassembly Line,Downtown,12,89960,False,0.343,0.823,1,-12.37,1,0.0543,4.93e-06,0.329,0.298,0.86,131.384,4,grindcore
71594,3LwU6R57IykpJiB5a4wD2j,Carajo,Inmundo,El Que Ama Lo Que Hace,43,222520,False,0.464,0.99,6,-2.614,1,0.0884,0.00261,0.0,0.307,0.558,160.03,4,metal
71694,40mSjbhKvOJuPpg6vahENQ,Carajo,Inmundo,Chico Granada,42,214733,False,0.458,0.957,8,-3.949,1,0.081,0.00445,0.000115,0.0853,0.394,159.855,4,metal
71883,3vGZBBwlr55gGCW7zK3wxp,Carajo,Atrapasueños,El Error,39,216800,False,0.478,0.977,8,-3.954,1,0.0919,0.00555,1.86e-06,0.202,0.407,149.911,4,metal
86481,3LwU6R57IykpJiB5a4wD2j,Carajo,Inmundo,El Que Ama Lo Que Hace,43,222520,False,0.464,0.99,6,-2.614,1,0.0884,0.00261,0.0,0.307,0.558,160.03,4,punk
86641,40mSjbhKvOJuPpg6vahENQ,Carajo,Inmundo,Chico Granada,42,214733,False,0.458,0.957,8,-3.949,1,0.081,0.00445,0.000115,0.0853,0.394,159.855,4,punk
86976,3vGZBBwlr55gGCW7zK3wxp,Carajo,Atrapasueños,El Error,39,216800,False,0.478,0.977,8,-3.954,1,0.0919,0.00555,1.86e-06,0.202,0.407,149.911,4,punk
64709,7Eta1k8UzwooyJCB9stY1d,Caravan Palace,<I°_°I>,Comics,54,212596,False,0.554,0.848,1,-4.857,1,0.0815,0.000867,0.0298,0.42,0.561,89.999,4,jazz
64717,1TAC5SANfK7l6wGHtUQ7MX,Caravan Palace,<I°_°I>,Lone Digger,57,229804,False,0.767,0.938,5,-4.433,0,0.0505,0.592,0.0193,0.118,0.868,123.992,4,jazz
64908,7iaQV6plfQRead7XdleWM4,Caravan Palace,<I°_°I>,Aftermath,56,185869,False,0.614,0.663,8,-7.105,1,0.0406,0.23,0.00328,0.297,0.403,140.015,4,jazz
42099,2Lq8E3c2MPApoVUAyxuHAF,Carcass,Symphonies of Sickness,Excoriating Abdominal Emanation,21,271693,True,0.24,0.841,6,-11.59,1,0.0843,7.52e-06,0.874,0.225,0.219,97.664,5,grindcore
42146,1WBs2MWGUFoxoshHtUeBrT,Carcass,Symphonies of Sickness,Empathological Necroticism,20,345066,True,0.252,0.847,1,-11.518,0,0.0797,1.44e-06,0.736,0.145,0.46,134.191,4,grindcore
42150,2L4hnHW64BwupvbJHPAFGW,Carcass,Surgical Steel,Unfit for Human Consumption,46,264680,False,0.144,0.993,4,-4.663,0,0.124,2.23e-06,0.597,0.311,0.238,76.399,4,grindcore
42192,0iXeMjJiEFa45KOM1GGXx4,Carcass,Symphonies of Sickness,Swarming Vulgar Mass of Infected Virulency,19,190506,True,0.253,0.846,1,-11.594,0,0.0788,2.42e-06,0.899,0.194,0.359,102.896,4,grindcore
42240,0RJfq7jud8JxNHKFzGB86T,Carcass,Surgical Steel (Complete Edition),Livestock Marketplace,18,255093,False,0.447,0.941,9,-4.566,1,0.0786,6.16e-05,0.155,0.0935,0.558,76.59,4,grindcore
42248,4Kf3w8LrW9Xs3WLnQKsryR,Carcass,Heartwork (Ultimate Edition),Buried Dreams - Demo,19,246480,False,0.209,0.811,4,-15.643,1,0.117,1.91e-06,0.902,0.0903,0.264,130.983,4,grindcore
42250,5Nodfi0wQT9QANl0KlAo7B,Carcass,Swansong,Black Star,44,208600,False,0.348,0.923,4,-3.543,1,0.0623,3.26e-05,0.0862,0.183,0.391,106.152,4,grindcore
42297,6b52QLNbqaJ1gAXgnt6L9Y,Carcass,Necroticism - Descanting the Insalubrious,Pedigree Butchery,18,316293,True,0.307,0.784,1,-13.418,0,0.08,1.97e-05,0.324,0.101,0.294,74.807,4,grindcore
42339,0n4ncmnc8sjrxaSHf4mRnj,Carcass,Wake Up and Smell the... Carcass,Ever Increasing Circles,17,245066,True,0.327,0.768,4,-9.002,0,0.0505,0.000101,0.0816,0.0948,0.464,94.66,4,grindcore
42343,7qDP0W2eaxIMvbcsYW7T56,Carcass,Necroticism - Descanting the Insalubrious,Carneous Cacoffiny,17,403493,True,0.223,0.897,9,-11.907,1,0.0971,8.42e-06,0.191,0.131,0.221,95.002,4,grindcore
